"5093","How to Tell You're a Douchebag","2016","N/A","09 Aug 2016","75 min","Comedy, Romance","Tahir Jetter","Tahir Jetter","Charles Brice, DeWanda Wise, William Jackson Harper, Alexander Mulzac","A controversial blogger in New York finds himself in hot water when he messes with the wrong woman.","English","USA","2 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BZTY1Nzc3Y2EtYjRjZi00NjhiLWFmNTUtY2RiZTIyMjQ2NmFkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg","N/A","5.7","87","tt5280984","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","57","3.4","16","http://www.rottentomatoes.com/m/how_to_tell_youre_a_douchebag/","N/A","N/A","N/A","N/A","True"
"5094","Everybody's Fine","2016","N/A","29 Jan 2016","105 min","Drama","Meng Zhang","Xiao Song","He Chen, Shawn Dou, Chen Yao, Yiyun Ye","Recently widowed and retired geologist Guan Zhiguo (Zhang Guoli) eagerly anticipates the annual summer visit of his four children...","Mandarin, Shanghainese","China","N/A","http://ia.media-imdb.com/images/M/MV5BNjEyNDEwMDg5MF5BMl5BanBnXkFtZTgwNjI3ODU4NzE@._V1_SX300.jpg","N/A","6.0","26","tt5328352","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"5095","Lord of Shanghai","2016","N/A","N/A","N/A","Drama","Sherwood Hu","Pang Bei (screen-play by), Sherwood Hu, Hong Ying","Apphia, Jim Bennett, Chai Bin, Kevin Cao","N/A","Chinese","China","N/A","N/A","N/A","N/A","N/A","tt5482570","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"5096","Story of Jesus","2016","N/A","N/A","N/A","Drama","Vic Alexander","Vic Alexander","N/A","This is the story of Jesus through the eyes of the Apostle Paul. It begins after the resurrection of Jesus.","N/A","USA","N/A","N/A","N/A","N/A","N/A","tt4250412","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"5097","Amazonas","2016","N/A","02 Mar 2016","N/A","Drama","Maria Gamboa, Lucas Maldonado, Javier Mejía, Jorge Navas, Spiros Stathoulopoulos, Carlos Moreno","Maria Gamboa, Matias Maldonado, Emiliano Mansilla, Javier Mejía, Jorge Navas, Alonso Torres, Antonio Von Hildebrand","Harold Devasten, Alberto Valdiri","N/A","Spanish","Colombia","N/A","http://ia.media-imdb.com/images/M/MV5BMTE3MGI5NjctMGI4Zi00OTVhLTlmZGUtMjJiZTA3MmNhNmFmXkEyXkFqcGdeQXVyNTY1NjYwNTk@._V1_SX300.jpg","N/A","N/A","N/A","tt4382874","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0","http://www.rottentomatoes.com/m/amazonas","N/A","N/A","N/A","N/A","True"
"5098","Shared Rooms","2016","UNRATED","14 May 2016","75 min","Comedy, Drama, Romance","Rob Williams","Rob Williams","Christopher Grant Pearson, Alec Manley Wilson, Ryan Weldon, Alexander Neil Miller","A new romantic comedy feature film that brings together three interrelated tales of gay men seeking family, love and sex during the holiday season.","English","USA","1 win.","https://images-na.ssl-images-amazon.com/images/M/MV5BMGY5MGQzMmEtNjA3OC00YTEyLWFiNjMtMDc2OWM5MzNjN2Y1XkEyXkFqcGdeQXVyMjY0NzI0OA@@._V1_SX300.jpg","N/A","5.0","45","tt5106400","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","17","http://www.rottentomatoes.com/m/shared_rooms","15 Nov 2016","N/A","N/A","N/A","True"
"5099","Too Many Coincidences","2016","N/A","15 Nov 2016","N/A","Comedy","Ülviyya Könül","Ramiz Fataliyev, Aleksandr Mardan","Tural Asadov, Aydan Akhundzadeh, Evgeniya Orudzheva, Kamran Agabalayev","N/A","English, Azerbaijani","Azerbaijan","N/A","N/A","N/A","N/A","N/A","tt5433688","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"5100","Hep Yek","2016","N/A","01 Jan 2016","N/A","Comedy","Ali Yorgancioglu","Alper Erze, Bilal Kalyoncu, Suat Ozkan","Gokhan Yikilkan, Ulas Torun, Firat Tanis, Denise Capezza","Cevat decides to kidnap Camilla. Ziya assumes kidnapping operations for Cevat. Ziya elect Sahin for bringing Camilla to Cevat in a package. Sahin brings package from Izmir to Istanbul and ...","Turkish","Turkey","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BZGQ5ZTNkOTItMTc5NC00YjczLTlmMTctZTMxYTMyYWQyZTM5XkEyXkFqcGdeQXVyMjI2MDg3NzE@._V1_SX300.jpg","N/A","4.0","281","tt5295358","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"5101","Sundown","2016","R","13 May 2016","103 min","Action, Comedy, Romance","Fernando Lebrija","Fernando Lebrija, Miguel Tejada-Flores","Devon Werkheiser, Sean Marquette, Silverio Palacios, Camilla Belle","High school seniors Logan and Blake prepare for an epic Spring Break as they travel to the beautiful and exotic Mexican beach resort of Puerto Vallarta hoping to hook up with their high ...","English","Mexico, USA","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BMjAxMDgyMDEzOF5BMl5BanBnXkFtZTgwODU1NzA2ODE@._V1_SX300.jpg","10","5.4","774","tt2381213","movie","0","rotten","2.7","10","0","10","N/A","58","3.5","102","http://www.rottentomatoes.com/m/sundown_2016/","16 Aug 2016","N/A","N/A","N/A","True"
"5102","Road","2016","N/A","N/A","N/A","Drama","Justin Bissett","Justin Bissett","Luke Stanaway","An Independent Feature Film following a pair of lonesome musicians on a cross country journey.","English","USA","N/A","http://ia.media-imdb.com/images/M/MV5BNTAzZTAzZDMtYTc3YS00ZDFhLTljZGItODQ4NjhkZDZiY2M0XkEyXkFqcGdeQXVyNjYwMTE4MDE@._V1_SX300.jpg","N/A","N/A","N/A","tt5580258","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"5103","Dangal","2016","UNRATED","21 Dec 2016","161 min","Action, Biography, Drama","Nitesh Tiwari","Piyush Gupta, Shreyas Jain, Nikhil Mehrotra, Nitesh Tiwari","Aamir Khan, Sakshi Tanwar, Fatima Sana Shaikh, Sanya Malhotra","Biographical sports drama on former wrestler Mahavir Singh Phogat and his two wrestler daughters' struggle towards glory at the Commonwealth Games in the face of societal oppression.","Hindi","India","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ4MzQzMzM2Nl5BMl5BanBnXkFtZTgwMTQ1NzU3MDI@._V1_SX300.jpg","N/A","9.2","19,562","tt5074352","movie","83","fresh","7.3","6","5","1","N/A","97","4.6","1272","http://www.rottentomatoes.com/m/dangal/","N/A","$11,151,900.00","Aamir Khan Productions","N/A","True"
"5104","Terror Tales","2016","N/A","07 Jul 2016","N/A","Horror","Jimmy Lee Combs","Jimmy Lee Combs","Lynn Lowry, Heath C. Heine","An anthology of three terrifying tales interconnected to a video store struggling on the brink of the digital revolution and worse - a serial killer who has returned to terrorize the owner.","English","USA","N/A","N/A","N/A","N/A","N/A","tt4834300","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"5105","Texas Rein","2016","N/A","05 Jul 2016","102 min","Family","Durrell Nelson","Rebecca Rogers","Erin Bethea, Lynne Ashe, Ben Davies, Kera O'Bryon","TEXAS REIN is an all-American story that explores the family dynamic when a prodigal daughter returns home. CASSIE ROBERTS, an ex-rodeo queen turned single mom, has been running from her ...","N/A","USA","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BNjg4MzQwMjQyM15BMl5BanBnXkFtZTgwODAzNjU0NjE@._V1_SX300.jpg","N/A","4.8","68","tt3377240","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","8","http://www.rottentomatoes.com/m/texas_rein/","05 Jul 2016","N/A","N/A","N/A","True"
"5106","Familieweekend","2016","N/A","18 Feb 2016","84 min","Comedy","Pieter van Rijn, Willem de Beukelaer","Martijn Koning (scenario advisor), Melle Runderkamp, Luuk van Bemmelen","Cynthia Abma, Richie Brown, John Buijsman, Zoe Cusell","A widower invites his children for a family weekend with the announcement that he has news. He is getting married with a 30 years younger woman. The children start the competition for heritage. What is more important: money or family?","Dutch","Netherlands","1 nomination.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTU1NjkyNTMyM15BMl5BanBnXkFtZTgwOTY2ODg0NzE@._V1_SX300.jpg","N/A","5.5","240","tt4195148","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0","http://www.rottentomatoes.com/m/familieweekend","N/A","N/A","N/A","N/A","True"
"5107","The Intervention","2016","R","26 Aug 2016","90 min","Comedy, Drama","Clea DuVall","Clea DuVall","Melanie Lynskey, Jason Ritter, Skylar Bernon, Kira Pozehl","A weekend getaway for four couples takes a sharp turn when one of the couples discovers the entire trip was orchestrated to host an intervention on their marriage.","English","USA","1 win & 1 nomination.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTc0NTAxMDk1OF5BMl5BanBnXkFtZTgwMDU3NjA0OTE@._V1_SX300.jpg","57","6.1","1,964","tt4872078","movie","79","fresh","6.5","39","31","8","The Intervention's familiar plot is enlivened by complex character dynamics and a likable cast.","57","3.3","1757","http://www.rottentomatoes.com/m/the_intervention/","26 Aug 2016","N/A","N/A","N/A","True"
"5108","Alienate","2016","N/A","23 Feb 2016","90 min","Drama, Horror, Sci-Fi","Michael Shumway","Rick Hansberry, Lex Hogan (additional scenes)","Blake Webb, Tatum Langton, Jaclyn Hales, Nathan Day","A man separated from his wife fights to return home while the Earth falls to invasion.","English","USA","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BMTgyMjMzMjQxOV5BMl5BanBnXkFtZTcwNjEzOTI5OA@@._V1_SX300.jpg","N/A","2.5","359","tt2324928","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","29","2.6","16","http://www.rottentomatoes.com/m/alienated_2016/","N/A","N/A","N/A","N/A","True"
"5109","Mamaboy","2016","PG-13","N/A","N/A","Comedy, Sci-Fi","Aaron Leong","Rick Kuebler","Sean O'Donnell, Alexandria DeBerry, Gary Busey, Stephen Tobolowsky","A high school student must hide the fact that he has become pregnant from his family, friends and the school faculty!","English","USA","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BOTVkNzIyY2UtMzEyMC00YmY3LWJlMjMtY2ViNzVmNjg5ZjVmXkEyXkFqcGdeQXVyMjY0MDI3MTE@._V1_SX300.jpg","N/A","N/A","N/A","tt4818168","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1","http://www.rottentomatoes.com/m/mamaboy","N/A","N/A","N/A","N/A","True"
"5110","Azhagu Kutti Chellam","2016","N/A","01 Jan 2016","133 min","Drama","Charles","N/A","Akhil, Neha Babu, Chanakyan, Chetan","A child brings happiness. In other perspectives, it is also related with many other emotions. Expecting a baby, losing a child, unwanted pregnancy, infertility and much more are all related...","Tamil","India","N/A","http://ia.media-imdb.com/images/M/MV5BNTRjMzRmODQtNjJmZC00MDRmLTg0NzMtMGJjZTYwMDY1MjFiXkEyXkFqcGdeQXVyMTc4MDE2NzQ@._V1_SX300.jpg","N/A","8.2","42","tt4312730","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"5111","Fanatic","2016","N/A","01 Jul 2016","N/A","Comedy","Charlie Nguyen","Charlie Nguyen, Duc Nguyen","Johnny Nguyen, Ngoc Diep, Huy Khanh, Thai Hoa","N/A","Vietnamese","Vietnam","N/A","http://ia.media-imdb.com/images/M/MV5BOWJhZGRlNTgtMTRkOC00MDZkLTljYjUtNWE1MDU1ZjlkMmQ4XkEyXkFqcGdeQXVyNDY2MzcyNTY@._V1_SX300.jpg","N/A","N/A","N/A","tt5580902","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"5112","Big John","2016","N/A","N/A","N/A","Drama","N/A","James Houston Turner","N/A","When the 1924 Haskell Indians football squad commits the unpardonable sin of beating every college team they play, a campaign is hatched by embarrassed political officials to undermine the ...","N/A","USA","N/A","N/A","N/A","N/A","N/A","tt4995504","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"5113","Palmer's Pumpkins","2016","N/A","11 Oct 2016","92 min","Fantasy","Drew Rutty","Alex MacPherson","Alex MacPherson, Mathew Barry, Drew Rutty, Jean Husband","In 1986, a town welcomes newcomers Tim, a mystery novelist, and Mr. Palmer a baker. As Oct 31 approaches, people begin to disappear. Tim is on the case.","English","Canada","N/A","http://ia.media-imdb.com/images/M/MV5BNzAzMWZkMjctOGQxZS00NTdlLWI0N2YtZGYyNDg3YjMwODUyXkEyXkFqcGdeQXVyMzA4MjA0Njg@._V1_SX300.jpg","N/A","N/A","N/A","tt5689398","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"5114","Under the Pyramid","2016","N/A","05 Feb 2016","80 min","Adventure, Drama, Thriller","Axel Petersén","Axel Petersén","Stine Fischer Christensen, Reine Brynolfsson, Johan Rabaeus, Léonore Ekstrand","Young art gallerist Katarina's dad suddenly goes missing. It turns out that her dad, a prominent art dealer, is kidnapped in Egypt by his former smuggle partner, who has been released due ...","Swedish, English, Danish, Arabic","Sweden, Netherlands, Egypt, Israel","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BNDU1OTk1MTk5OV5BMl5BanBnXkFtZTgwMzkzMTM2NzE@._V1_SX300.jpg","N/A","4.6","41","tt4168248","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"5115","Nowhere Boys: The Book of Shadows","2016","N/A","01 Jan 2016","80 min","Sci-Fi","David Caesar","Tony Ayres (created by), Tony Ayres, Rhys Graham, Craig Irvin","Dougie Baldwin, Joel Lok, Rahart Adams, Matt Testro","Nowhere Boys: The Book of Shadows picks up a year after the boys crossed dimensions, discovered magic and battled the restoring demon. Having grown apart, they are drawn together again when...","English","Australia","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BMTAxMjk4NTUyNjheQTJeQWpwZ15BbWU4MDY4NjE2Mjcx._V1_SX300.jpg","N/A","5.0","233","tt4836736","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"5116","Planeta singli","2016","N/A","05 Feb 2016","136 min","Comedy, Romance","Mitja Okorn","Sam Akina, Urszula Antoniak (story), Michal Chacinski, Radoslaw Drabik, Jules Jones, Mitja Okorn, Peter Pasyk, Lukasz Swiatowiec","Maciej Stuhr, Agnieszka Wiedlocha, Piotr Glowacki, Weronika Ksiazkiewicz","He is one of the top celebrities in the country: a fast-talking TV host, who can joke his way out of any situation. Women want to be with him, men want to be like him. He is looking for a ...","Polish","Poland","1 nomination.","https://images-na.ssl-images-amazon.com/images/M/MV5BYmU4NjdkNjctZTExYy00NmE2LWI5YzctMDNjYjdkNDc4NDEwXkEyXkFqcGdeQXVyMjMwMDkwOTY@._V1_SX300.jpg","N/A","7.1","1,007","tt5127398","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","82","3.7","15","http://www.rottentomatoes.com/m/planeta_singli","N/A","N/A","N/A","N/A","True"
"5117","Vita, cuore, battito","2016","N/A","17 Mar 2016","N/A","Comedy","Sergio Colabona","Ciro Ceruti, Nando Mormone","Enzo Iuppariello, Monica Lima, Francesco Cicchella, Pasquale Palma","The love story between two common people who live their ordinary life in Naples. But one day something extraordinary shakes their routine.","Italian","Italy","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BZGFmNDA4YzAtZTJjOC00MDk0LWE2ZmMtZjQ1NWZiYjUzNTNkXkEyXkFqcGdeQXVyMjM0MTQzMTA@._V1_SX300.jpg","N/A","3.3","30","tt5100628","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"5118","Valley of Ditches","2016","N/A","N/A","77 min","Crime, Drama, Horror","Christopher James Lang","Christopher James Lang, Amanda Todisco","Andrew Novell, Russell Bradley Fenton, Amanda Todisco, Jeremy Sless","Left for dead in an open grave, Emilia struggles too keep both her life and her sanity.","English","USA","N/A","N/A","N/A","N/A","N/A","tt5344876","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0","http://www.rottentomatoes.com/m/valley_of_ditches","N/A","N/A","N/A","N/A","True"
"5119","Pitbull. New orders","2016","N/A","22 Jan 2016","133 min","Action, Crime, Drama","Patryk Vega","Patryk Vega","Boguslaw Linda, Piotr Stramowski, Maja Ostaszewska, Andrzej Grabowski","Policemen from two precincts join forces to fight a criminal band called the ""Mokotowska Group"".","Polish","Poland","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BMTE2OWRmYzYtMWIxZS00ODJiLTk5YzQtOTA3YmYwODYyZTMwXkEyXkFqcGdeQXVyNTgyMDMyNjg@._V1_SX300.jpg","N/A","6.6","1,028","tt5377604","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","56","2.9","36","http://www.rottentomatoes.com/m/pitbull_nowe_porzadki/","N/A","$125,855.00","N/A","N/A","True"
"5120","Jeewan Hathi","2016","N/A","N/A","60 min","Comedy, Thriller","Meenu Gaur, Farjad Nabi","Fasih Bari Khan","Samiya Mumtaz, Hina Dilpazir, Naseeruddin Shah, Saife Hassan","N/A","Urdu","Pakistan, India","N/A","http://ia.media-imdb.com/images/M/MV5BZDYxMTEzODUtNjU5MS00ZWFiLWJmYjEtMTMxNGIwMTQ5Njc0XkEyXkFqcGdeQXVyNTIwODMzNjc@._V1_SX300.jpg","N/A","N/A","N/A","tt5458424","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0","http://www.rottentomatoes.com/m/jeewan_hathi/","N/A","N/A","N/A","N/A","True"
"5121","You're Killing Me","2016","N/A","N/A","N/A","Comedy","N/A","Lonnie Ramati","N/A","When a down and out loser can't find work, he sets up a Suicide Hotline to help callers kill themselves, but he can't even do that right.","N/A","USA","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BMmRkYzg5MzYtYzAzYS00ZThjLTgwOGYtMWE0NDM1MzM5NzhkXkEyXkFqcGdeQXVyMTA0NDEzOTQ@._V1_SX300.jpg","N/A","N/A","N/A","tt5589356","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"5122","The Rift","2016","N/A","28 Apr 2016","90 min","Horror, Sci-Fi, Thriller","Dejan Zecevic","Barry Keating, Milan Konjevic","Ken Foree, Katarina Cas, Monte Markham, Dragan Micanovic","An American military satellite crash lands in Eastern Serbia and a team of US and Serbian agents are dispatched to secure the remains of the satellite, but when they locate the crash site all is not as it seems.","English, Serbian","Serbia, South Korea, Slovenia","N/A","http://ia.media-imdb.com/images/M/MV5BY2VlYmY2NWYtMTI5YS00YTllLWI0NmQtMTk1MTY1NThmZjNlXkEyXkFqcGdeQXVyMjQwODU1MA@@._V1_SX300.jpg","N/A","6.4","78","tt4509840","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"5123","MBA Partners","2016","N/A","06 May 2016","101 min","Comedy, Romance","TaeYou Chang","N/A","Aaron Kwok, Yan Tang, Yibo Wang, Chen Yao","Lu Zhenxi had a dream since her childhood, to become just like her uncle, a successful entrepreneur. But when her ""Big American Dream"" comes down crashing, she is left rejected, and returns...","Chinese, English","Singapore, China","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BYjVlZGJlZDUtNTQ4Ni00ZmNhLTg0YjQtOWFkN2MzNTdlNTk0XkEyXkFqcGdeQXVyMjExMzEyNTM@._V1_SX300.jpg","N/A","5.3","34","tt5190872","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","10","http://www.rottentomatoes.com/m/mba_partners/","N/A","N/A","N/A","N/A","True"
"5124","Ooty","2016","N/A","29 Apr 2016","134 min","Drama, Romance","Mahesh Kumar","Dr. Krishnamurthy Chamaram (novel), Mahesh Kumar (screenplay), Dr. Krishnamurthy Chamaram (dialogue), Dr. Krishnamurthy Chamaram (lyricist), Dr. Krishnamurthy Chamaram (story)","Avinash Narsimharaju, Naina Sarwar, Nikhil, Pandarahalli Raju","Ooty is a heart touching love story of a couple who was separated during the Cauvery Riots in 1991. After 12 years of their separation, Kumar tries to find the love of his life. Will he succeed in finding Jennifer?","Kannada","India","N/A","http://ia.media-imdb.com/images/M/MV5BNjE4Y2U0OGQtZThhYy00YzdkLTg0OWQtMzIzOTFiNjZiY2FiXkEyXkFqcGdeQXVyNTE0NDY5Njc@._V1_SX300.jpg","N/A","N/A","N/A","tt5684544","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
"5125","Pashupati Prasad","2016","N/A","29 Jan 2016","140 min","Drama","Dependra K. Khanal","Khagendra Lamichhane","Rabindra Singh Baniya, Bipin Karki, Khagendra Lamichhane, Barsha Siwakoti","A story about a guy who lost his parents in earthquake and comes to kathmandu carrying a dream of paying his parents debt and settling his life where he faces different conflicts and situations.","Nepali","Nepal","N/A","http://ia.media-imdb.com/images/M/MV5BZjg4NjVhNWQtMjdlMC00ZGE4LWE1ZDUtYzdiMzE0ZTg1YzllXkEyXkFqcGdeQXVyNjY5NTY0NjM@._V1_SX300.jpg","N/A","9.6","536","tt5691226","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","True"
